cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,scenario_id,probability,scenario_description,timestamp,simulations
2020,President,polls-plus,9/30/2020,Trump,Biden,"",10,.002875,Trump landslide (double-digit popular vote margin),20:24:04 30 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",9,.840675,Biden majority (at least 50 percent of the vote),20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",8,.07575,Trump majority (at least 50 percent of the vote),20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",6,.10865,Biden wins popular vote but loses Electoral College,20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",5,.0011875,Trump wins popular vote but loses Electoral College,20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",4,.889125,Biden wins popular vote,20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",3,.110875,Trump wins popular vote,20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",2,.053025,Recount (1+ decisive states within 0.5 ppt),20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",1,.004625,Electoral College deadlock (No candidate gets 270 electoral votes),20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",14,.913325,Biden wins at least one state Trump won in 2016,20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",13,.3562,Trump wins at least one state Clinton won in 2016,20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",12,.001375,Map exactly the same as in 2016,20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",11,.28025,Biden landslide (double-digit popular vote margin),20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/29/2020,Trump,Biden,"",10,.00275,Trump landslide (double-digit popular vote margin),20:44:03 29 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",9,.835525,Biden majority (at least 50 percent of the vote),22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",8,.078675,Trump majority (at least 50 percent of the vote),22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",6,.10855,Biden wins popular vote but loses Electoral College,22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",5,.0011625,Trump wins popular vote but loses Electoral College,22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",4,.88545,Biden wins popular vote,22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",3,.11455,Trump wins popular vote,22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",2,.05215,Recount (1+ decisive states within 0.5 ppt),22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",1,.004675,Electoral College deadlock (No candidate gets 270 electoral votes),22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",14,.91155,Biden wins at least one state Trump won in 2016,22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",13,.37285,Trump wins at least one state Clinton won in 2016,22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",12,.001175,Map exactly the same as in 2016,22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",11,.278375,Biden landslide (double-digit popular vote margin),22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/28/2020,Trump,Biden,"",10,.003,Trump landslide (double-digit popular vote margin),22:13:03 28 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",9,.8483,Biden majority (at least 50 percent of the vote),20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",8,.071375,Trump majority (at least 50 percent of the vote),20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",6,.1178625,Biden wins popular vote but loses Electoral College,20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",5,.0008375,Trump wins popular vote but loses Electoral College,20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",4,.894975,Biden wins popular vote,20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",3,.105025,Trump wins popular vote,20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",2,.051525,Recount (1+ decisive states within 0.5 ppt),20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",1,.0047,Electoral College deadlock (No candidate gets 270 electoral votes),20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",14,.912275,Biden wins at least one state Trump won in 2016,20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",13,.366,Trump wins at least one state Clinton won in 2016,20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",12,.001125,Map exactly the same as in 2016,20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",11,.300875,Biden landslide (double-digit popular vote margin),20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/27/2020,Trump,Biden,"",10,.002575,Trump landslide (double-digit popular vote margin),20:00:04 27 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",9,.843775,Biden majority (at least 50 percent of the vote),19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",8,.074625,Trump majority (at least 50 percent of the vote),19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",6,.119475,Biden wins popular vote but loses Electoral College,19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",5,.000775,Trump wins popular vote but loses Electoral College,19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",4,.890875,Biden wins popular vote,19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",3,.109125,Trump wins popular vote,19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",2,.051475,Recount (1+ decisive states within 0.5 ppt),19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",1,.005,Electoral College deadlock (No candidate gets 270 electoral votes),19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",14,.9087,Biden wins at least one state Trump won in 2016,19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",13,.365275,Trump wins at least one state Clinton won in 2016,19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",12,.00115,Map exactly the same as in 2016,19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",11,.2974,Biden landslide (double-digit popular vote margin),19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/26/2020,Trump,Biden,"",10,.00275,Trump landslide (double-digit popular vote margin),19:00:04 26 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",9,.8414,Biden majority (at least 50 percent of the vote),22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",8,.076075,Trump majority (at least 50 percent of the vote),22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",6,.12065,Biden wins popular vote but loses Electoral College,22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",5,.00075,Trump wins popular vote but loses Electoral College,22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",4,.889275,Biden wins popular vote,22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",3,.110725,Trump wins popular vote,22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",2,.052725,Recount (1+ decisive states within 0.5 ppt),22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",1,.00505,Electoral College deadlock (No candidate gets 270 electoral votes),22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",14,.90745,Biden wins at least one state Trump won in 2016,22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",13,.3656,Trump wins at least one state Clinton won in 2016,22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",12,.0014,Map exactly the same as in 2016,22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",11,.297675,Biden landslide (double-digit popular vote margin),22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/25/2020,Trump,Biden,"",10,.002825,Trump landslide (double-digit popular vote margin),22:17:03 25 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",9,.8309,Biden majority (at least 50 percent of the vote),19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",8,.0813,Trump majority (at least 50 percent of the vote),19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",6,.1140125,Biden wins popular vote but loses Electoral College,19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",5,.0012375,Trump wins popular vote but loses Electoral College,19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",4,.881225,Biden wins popular vote,19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",3,.118775,Trump wins popular vote,19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",2,.052175,Recount (1+ decisive states within 0.5 ppt),19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",1,.00455,Electoral College deadlock (No candidate gets 270 electoral votes),19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",14,.909525,Biden wins at least one state Trump won in 2016,19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",13,.3625,Trump wins at least one state Clinton won in 2016,19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",12,.001225,Map exactly the same as in 2016,19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",11,.2863,Biden landslide (double-digit popular vote margin),19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/24/2020,Trump,Biden,"",10,.0034,Trump landslide (double-digit popular vote margin),19:10:02 24 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",9,.83625,Biden majority (at least 50 percent of the vote),20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",8,.078875,Trump majority (at least 50 percent of the vote),20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",6,.110975,Biden wins popular vote but loses Electoral College,20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",5,.0010375,Trump wins popular vote but loses Electoral College,20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",4,.885225,Biden wins popular vote,20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",3,.114775,Trump wins popular vote,20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",2,.051225,Recount (1+ decisive states within 0.5 ppt),20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",1,.004725,Electoral College deadlock (No candidate gets 270 electoral votes),20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",14,.919525,Biden wins at least one state Trump won in 2016,20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",13,.365975,Trump wins at least one state Clinton won in 2016,20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",12,.0011,Map exactly the same as in 2016,20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",11,.29895,Biden landslide (double-digit popular vote margin),20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/23/2020,Trump,Biden,"",10,.003325,Trump landslide (double-digit popular vote margin),20:53:03 23 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",9,.83225,Biden majority (at least 50 percent of the vote),19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",8,.082125,Trump majority (at least 50 percent of the vote),19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",6,.111225,Biden wins popular vote but loses Electoral College,19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",5,.001225,Trump wins popular vote but loses Electoral College,19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",4,.8813,Biden wins popular vote,19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",3,.1187,Trump wins popular vote,19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",2,.050775,Recount (1+ decisive states within 0.5 ppt),19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",1,.0054,Electoral College deadlock (No candidate gets 270 electoral votes),19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",14,.915725,Biden wins at least one state Trump won in 2016,19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",13,.37255,Trump wins at least one state Clinton won in 2016,19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",12,.0007,Map exactly the same as in 2016,19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",11,.297875,Biden landslide (double-digit popular vote margin),19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/22/2020,Trump,Biden,"",10,.003625,Trump landslide (double-digit popular vote margin),19:00:04 22 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",9,.8315,Biden majority (at least 50 percent of the vote),19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",8,.082625,Trump majority (at least 50 percent of the vote),19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",6,.1092875,Biden wins popular vote but loses Electoral College,19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",5,.0009,Trump wins popular vote but loses Electoral College,19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",4,.880325,Biden wins popular vote,19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",3,.119675,Trump wins popular vote,19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",2,.05225,Recount (1+ decisive states within 0.5 ppt),19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",1,.005425,Electoral College deadlock (No candidate gets 270 electoral votes),19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",14,.91875,Biden wins at least one state Trump won in 2016,19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",13,.37275,Trump wins at least one state Clinton won in 2016,19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",12,.0005,Map exactly the same as in 2016,19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",11,.30065,Biden landslide (double-digit popular vote margin),19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/21/2020,Trump,Biden,"",10,.003825,Trump landslide (double-digit popular vote margin),19:00:04 21 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",9,.826225,Biden majority (at least 50 percent of the vote),22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",8,.0863,Trump majority (at least 50 percent of the vote),22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",6,.105675,Biden wins popular vote but loses Electoral College,22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",5,.0013125,Trump wins popular vote but loses Electoral College,22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",4,.87565,Biden wins popular vote,22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",3,.12435,Trump wins popular vote,22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",2,.05295,Recount (1+ decisive states within 0.5 ppt),22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",1,.005875,Electoral College deadlock (No candidate gets 270 electoral votes),22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",14,.91865,Biden wins at least one state Trump won in 2016,22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",13,.374575,Trump wins at least one state Clinton won in 2016,22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",12,.000525,Map exactly the same as in 2016,22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",11,.295975,Biden landslide (double-digit popular vote margin),22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",10,.004125,Trump landslide (double-digit popular vote margin),22:02:03 20 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",9,.8249,Biden majority (at least 50 percent of the vote),19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",8,.08715,Trump majority (at least 50 percent of the vote),19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",6,.10175,Biden wins popular vote but loses Electoral College,19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",5,.0014,Trump wins popular vote but loses Electoral College,19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",4,.87435,Biden wins popular vote,19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",3,.12565,Trump wins popular vote,19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",2,.05005,Recount (1+ decisive states within 0.5 ppt),19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",1,.00515,Electoral College deadlock (No candidate gets 270 electoral votes),19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",14,.9169,Biden wins at least one state Trump won in 2016,19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",13,.3772,Trump wins at least one state Clinton won in 2016,19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",12,.0006,Map exactly the same as in 2016,19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",11,.299725,Biden landslide (double-digit popular vote margin),19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/19/2020,Trump,Biden,"",10,.0046,Trump landslide (double-digit popular vote margin),19:00:04 19 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",9,.82275,Biden majority (at least 50 percent of the vote),19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",8,.088875,Trump majority (at least 50 percent of the vote),19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",6,.1032625,Biden wins popular vote but loses Electoral College,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",5,.0013125,Trump wins popular vote but loses Electoral College,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",4,.872325,Biden wins popular vote,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",3,.127675,Trump wins popular vote,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",2,.05005,Recount (1+ decisive states within 0.5 ppt),19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",1,.00475,Electoral College deadlock (No candidate gets 270 electoral votes),19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",14,.91625,Biden wins at least one state Trump won in 2016,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",13,.3779,Trump wins at least one state Clinton won in 2016,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",12,.0006,Map exactly the same as in 2016,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",11,.2992,Biden landslide (double-digit popular vote margin),19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",10,.004775,Trump landslide (double-digit popular vote margin),19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/17/2020,Trump,Biden,"",9,.813975,Biden majority (at least 50 percent of the vote),19:00:03 17 Sep 2020,40000
2020,President,polls-plus,9/17/2020,Trump,Biden,"",8,.09535,Trump majority (at least 50 percent of the vote),19:00:03 17 Sep 2020,40000
2020,President,polls-plus,9/17/2020,Trump,Biden,"",6,.106925,Biden wins popular vote but loses Electoral College,19:00:03 17 Sep 2020,40000
2020,President,polls-plus,9/17/2020,Trump,Biden,"",5,.001475,Trump wins popular vote but loses Electoral College,19:00:03 17 Sep 2020,40000
2020,President,polls-plus,9/17/2020,Trump,Biden,"",4,.866,Biden wins popular vote,19:00:03 17 Sep 2020,40000
