cycle,branch,expression,forecastdate,chamber_Dparty,chamber_Rparty,mean_seats_Dparty,mean_seats_Rparty,median_seats_Dparty,median_seats_Rparty,p90_seats_Dparty,p90_seats_Rparty,p10_seats_Dparty,p10_seats_Rparty,total_national_turnout,p90_total_national_turnout,p10_total_national_turnout,popvote_margin,p90_popvote_margin,p10_popvote_margin,simulations,timestamp
2020,Senate,_classic,9/26/20,.671175,.328825,51.15322,48.84678,51,49,55,53,47,45,7.91e+07,8.68e+07,7.16e+07,2.226418,7.573832,-3.150852,40000,20:09:26 26 Sep 2020
2020,Senate,_classic,9/25/20,.666675,.333325,51.13078,48.86922,51,49,55,53,47,45,7.91e+07,8.66e+07,7.15e+07,2.234997,7.59009,-3.150326,40000,22:57:06 25 Sep 2020
2020,Senate,_classic,9/24/20,.67745,.32255,51.19735,48.80262,51,49,55,53,47,45,7.91e+07,8.67e+07,7.16e+07,2.211346,7.614738,-3.241375,40000,20:09:34 24 Sep 2020
2020,Senate,_classic,9/23/20,.6695,.3305,51.14145,48.85855,51,49,55,53,47,45,7.91e+07,8.67e+07,7.16e+07,2.217678,7.652172,-3.273781,40000,20:14:13 23 Sep 2020
2020,Senate,_classic,9/22/20,.66895,.33105,51.16293,48.83705,51,49,55,53,47,45,7.91e+07,8.67e+07,7.16e+07,2.230534,7.694809,-3.295895,40000,21:48:48 22 Sep 2020
2020,Senate,_classic,9/21/20,.6729,.3271,51.16765,48.83235,51,49,55,53,47,45,7.91e+07,8.67e+07,7.15e+07,2.241203,7.673122,-3.247072,40000,20:09:39 21 Sep 2020
2020,Senate,_classic,9/20/20,.661925,.338075,51.08432,48.91568,51,49,55,53,47,45,7.91e+07,8.67e+07,7.16e+07,2.13776,7.576332,-3.342146,40000,20:08:59 20 Sep 2020
2020,Senate,_classic,9/19/20,.647675,.352325,50.93203,49.06797,51,49,55,53,47,45,7.91e+07,8.67e+07,7.16e+07,1.890804,7.381254,-3.590416,40000,20:08:47 19 Sep 2020
2020,Senate,_classic,9/18/20,.64225,.35775,50.91393,49.08607,51,49,55,53,47,45,7.91e+07,8.67e+07,7.15e+07,1.897003,7.424576,-3.606512,40000,21:19:43 18 Sep 2020
2020,Senate,_classic,9/17/20,.63875,.36125,50.89285,49.10715,51,49,55,53,47,45,7.91e+07,8.67e+07,7.17e+07,1.979412,7.485767,-3.541285,40000,20:53:56 17 Sep 2020
2020,Senate,_classic,9/16/20,.640675,.359325,50.90287,49.09713,51,49,55,53,47,45,7.91e+07,8.66e+07,7.16e+07,2.031685,7.521128,-3.529167,40000,15:05:00 16 Sep 2020
2020,Senate,_classic,9/15/20,.6359,.3641,50.88778,49.1122,51,49,55,53,47,45,7.91e+07,8.68e+07,7.17e+07,2.261742,7.813337,-3.279194,40000,13:33:07 15 Sep 2020
2020,Senate,_classic,9/14/20,.63475,.36525,50.8891,49.11087,51,49,55,53,47,45,7.91e+07,8.68e+07,7.16e+07,2.295887,7.851231,-3.321987,40000,15:25:49 15 Sep 2020
2020,Senate,_classic,9/13/20,.6313,.3687,50.8619,49.1381,51,49,55,53,47,45,7.91e+07,8.67e+07,7.16e+07,2.314285,7.84601,-3.333521,40000,15:26:16 15 Sep 2020
2020,Senate,_classic,9/12/20,.6354,.3646,50.9086,49.0914,51,49,55,53,47,45,7.91e+07,8.66e+07,7.16e+07,2.352962,7.954117,-3.269558,40000,15:26:08 15 Sep 2020
2020,Senate,_classic,9/11/20,.6236,.3764,50.83195,49.16805,51,49,55,53,47,45,7.91e+07,8.67e+07,7.16e+07,2.290981,7.871773,-3.355373,40000,15:26:18 15 Sep 2020
2020,Senate,_classic,9/10/20,.62515,.37485,50.8421,49.1579,51,49,55,53,47,45,7.91e+07,8.67e+07,7.16e+07,2.352432,7.949118,-3.29353,40000,15:25:59 15 Sep 2020
2020,Senate,_classic,9/9/20,.6659,.3341,51.1517,48.8483,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,2.626118,8.245184,-2.97229,40000,15:44:02 15 Sep 2020
2020,Senate,_classic,9/8/20,.6588,.3412,51.13842,48.86155,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,2.613514,8.246296,-2.990183,40000,15:44:12 15 Sep 2020
2020,Senate,_classic,9/7/20,.6616,.3384,51.1421,48.8579,51,49,55,52,48,45,7.91e+07,8.68e+07,7.16e+07,2.64743,8.312979,-3.007277,40000,15:44:31 15 Sep 2020
2020,Senate,_classic,9/6/20,.6617,.3383,51.16037,48.83963,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,2.643299,8.270061,-3.006826,40000,15:43:56 15 Sep 2020
2020,Senate,_classic,9/5/20,.6673,.3327,51.19765,48.80235,51,49,55,52,48,45,7.91e+07,8.68e+07,7.15e+07,2.685974,8.354834,-3.000622,40000,15:44:00 15 Sep 2020
2020,Senate,_classic,9/4/20,.665375,.334625,51.1827,48.8173,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,2.706181,8.31687,-2.949152,40000,16:01:19 15 Sep 2020
2020,Senate,_classic,9/3/20,.66055,.33945,51.16722,48.83278,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,2.698822,8.315125,-3.055119,40000,16:01:11 15 Sep 2020
2020,Senate,_classic,9/2/20,.65995,.34005,51.1694,48.8306,51,49,55,52,48,45,7.91e+07,8.65e+07,7.16e+07,2.69035,8.380289,-3.005119,40000,16:01:50 15 Sep 2020
2020,Senate,_classic,9/1/20,.666875,.333125,51.22038,48.77962,51,49,55,52,48,45,7.91e+07,8.66e+07,7.15e+07,2.820358,8.455105,-2.919214,40000,16:00:54 15 Sep 2020
2020,Senate,_classic,8/31/20,.660825,.339175,51.18982,48.81012,51,49,55,52,48,45,7.91e+07,8.68e+07,7.16e+07,2.7313,8.46526,-2.978359,40000,16:01:19 15 Sep 2020
2020,Senate,_classic,8/30/20,.683875,.316125,51.36705,48.63295,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,3.047306,8.666363,-2.654753,40000,16:18:42 15 Sep 2020
2020,Senate,_classic,8/29/20,.687375,.312625,51.39433,48.60567,51,49,55,52,48,45,7.91e+07,8.67e+07,7.17e+07,3.110367,8.852831,-2.675814,40000,16:18:56 15 Sep 2020
2020,Senate,_classic,8/28/20,.678575,.321425,51.33842,48.66158,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,3.049503,8.728172,-2.667782,40000,16:18:38 15 Sep 2020
2020,Senate,_classic,8/27/20,.67325,.32675,51.3058,48.6942,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,3.002167,8.773441,-2.753565,40000,16:18:02 15 Sep 2020
2020,Senate,_classic,8/26/20,.67385,.326125,51.30558,48.69437,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,3.008331,8.723366,-2.751244,40000,16:18:45 15 Sep 2020
2020,Senate,_classic,8/25/20,.672775,.327225,51.27267,48.72733,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,2.954773,8.678802,-2.778151,40000,16:35:54 15 Sep 2020
2020,Senate,_classic,8/24/20,.677475,.322525,51.31,48.69,51,49,55,52,48,45,7.91e+07,8.68e+07,7.16e+07,2.933697,8.672272,-2.786457,40000,16:36:13 15 Sep 2020
2020,Senate,_classic,8/23/20,.66735,.33265,51.2351,48.7649,51,49,55,52,48,45,7.91e+07,8.68e+07,7.16e+07,2.88224,8.571358,-2.931644,40000,16:35:49 15 Sep 2020
2020,Senate,_classic,8/22/20,.6711,.3289,51.26247,48.73753,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,2.934364,8.684504,-2.859152,40000,16:35:04 15 Sep 2020
2020,Senate,_classic,8/21/20,.674975,.325025,51.2776,48.7224,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,3.007843,8.760595,-2.793558,40000,16:35:58 15 Sep 2020
2020,Senate,_classic,8/20/20,.677375,.322625,51.28297,48.71703,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,3.05619,8.856171,-2.775951,40000,16:53:13 15 Sep 2020
2020,Senate,_classic,8/19/20,.67525,.32475,51.2809,48.7191,51,49,55,52,48,45,7.91e+07,8.68e+07,7.15e+07,3.042828,8.847616,-2.813097,40000,16:53:16 15 Sep 2020
2020,Senate,_classic,8/18/20,.68225,.31775,51.34137,48.65863,51,49,55,52,48,45,7.91e+07,8.68e+07,7.17e+07,3.060413,8.909094,-2.768064,40000,16:52:39 15 Sep 2020
2020,Senate,_classic,8/17/20,.6814,.3186,51.33873,48.66125,51,49,55,52,48,45,7.91e+07,8.66e+07,7.16e+07,3.105438,8.914583,-2.748381,40000,16:51:32 15 Sep 2020
2020,Senate,_classic,8/16/20,.679125,.320875,51.3204,48.6796,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,3.079025,8.876259,-2.840878,40000,16:53:12 15 Sep 2020
2020,Senate,_classic,8/15/20,.683025,.316975,51.35555,48.64445,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,3.094021,8.900208,-2.741777,40000,17:10:19 15 Sep 2020
2020,Senate,_classic,8/14/20,.679075,.320925,51.33023,48.66977,51,49,55,52,48,45,7.91e+07,8.67e+07,7.16e+07,3.053444,8.921124,-2.814863,40000,17:10:21 15 Sep 2020
2020,Senate,_classic,8/13/20,.68155,.31845,51.3643,48.6357,51,49,55,52,48,45,7.91e+07,8.66e+07,7.15e+07,3.070213,8.928658,-2.780956,40000,17:09:41 15 Sep 2020
2020,Senate,_classic,8/12/20,.68205,.31795,51.35897,48.64103,51,49,55,52,48,45,7.91e+07,8.67e+07,7.15e+07,3.083923,8.957569,-2.769674,40000,17:08:35 15 Sep 2020
2020,Senate,_classic,8/11/20,.68955,.31045,51.41845,48.58155,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.195675,9.085909,-2.653725,40000,17:10:06 15 Sep 2020
2020,Senate,_classic,8/10/20,.6913,.3087,51.46292,48.53708,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.273777,9.186018,-2.640444,40000,17:27:08 15 Sep 2020
2020,Senate,_classic,8/9/20,.6989,.3011,51.50415,48.49585,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.348797,9.278078,-2.509148,40000,17:27:45 15 Sep 2020
2020,Senate,_classic,8/8/20,.688725,.311275,51.40992,48.59005,51,49,55,52,48,45,7.82e+07,8.58e+07,7.07e+07,3.311939,9.192774,-2.559076,40000,17:26:51 15 Sep 2020
2020,Senate,_classic,8/7/20,.69225,.30775,51.4049,48.59507,51,49,55,52,48,45,7.82e+07,8.58e+07,7.08e+07,3.320267,9.278442,-2.582708,40000,17:25:45 15 Sep 2020
2020,Senate,_classic,8/6/20,.687175,.312825,51.40155,48.59845,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.327435,9.211298,-2.723515,40000,17:27:19 15 Sep 2020
2020,Senate,_classic,8/5/20,.68285,.31715,51.33593,48.66407,51,49,55,52,48,45,7.82e+07,8.58e+07,7.08e+07,3.337585,9.217436,-2.593012,40000,17:44:10 15 Sep 2020
2020,Senate,_classic,8/4/20,.6837,.3163,51.34775,48.65225,51,49,55,52,48,45,7.82e+07,8.60e+07,7.08e+07,3.349609,9.184496,-2.557415,40000,17:45:04 15 Sep 2020
2020,Senate,_classic,8/3/20,.684825,.315175,51.34243,48.65757,51,49,55,52,48,45,7.82e+07,8.58e+07,7.07e+07,3.329201,9.208616,-2.639109,40000,17:44:35 15 Sep 2020
2020,Senate,_classic,8/2/20,.67455,.32545,51.25322,48.74678,51,49,55,52,48,45,7.82e+07,8.59e+07,7.07e+07,3.217331,9.163916,-2.78159,40000,17:43:27 15 Sep 2020
2020,Senate,_classic,8/1/20,.6759,.3241,51.2549,48.7451,51,49,55,52,48,45,7.82e+07,8.58e+07,7.07e+07,3.166573,9.060513,-2.925514,40000,17:44:31 15 Sep 2020
