cycle,branch,district,forecastdate,expression,name_D1,name_D2,name_D3,name_D4,name_I1,name_R1,name_R2,name_R3,name_R4,name_O1,winner_D1,winner_D2,winner_D3,winner_D4,winner_R1,winner_R2,winner_R3,winner_R4,winner_I1,winner_O1,winner_Dparty,winner_Rparty,tipping,vpi,mean_predicted_turnout,p90_simmed_turnout_gross,p10_simmed_turnout_gross,voteshare_mean_D1,voteshare_mean_D2,voteshare_mean_D3,voteshare_mean_D4,voteshare_mean_I1,voteshare_mean_R1,voteshare_mean_R2,voteshare_mean_R3,voteshare_mean_R4,voteshare_mean_O1,p90_voteshare_simmed_I1,p90_voteshare_simmed_O1,p90_voteshare_simmed_D1,p90_voteshare_simmed_R1,p90_voteshare_simmed_D2,p90_voteshare_simmed_R2,p90_voteshare_simmed_R3,p90_voteshare_simmed_R4,p90_voteshare_simmed_D3,p90_voteshare_simmed_D4,p10_voteshare_simmed_I1,p10_voteshare_simmed_O1,p10_voteshare_simmed_D1,p10_voteshare_simmed_R1,p10_voteshare_simmed_D2,p10_voteshare_simmed_R2,p10_voteshare_simmed_R3,p10_voteshare_simmed_R4,p10_voteshare_simmed_D3,p10_voteshare_simmed_D4,pvi_538,vep,elasticity_district,mean_netpartymargin,p90_netpartymargin,p10_netpartymargin,wonrunoff_D1,lostrunoff_D1,wonrunoff_D2,lostrunoff_D2,wonrunoff_D3,lostrunoff_D3,wonrunoff_D4,lostrunoff_D4,wonrunoff_R1,lostrunoff_R1,wonrunoff_R2,lostrunoff_R2,wonrunoff_R3,lostrunoff_R3,wonrunoff_R4,lostrunoff_R4,wonrunoff_I1,lostrunoff_I1,simulations,timestamp
2020,Senate,NM-S2,10/2/20,_lite,Ben Ray Luján,"","","",Bob Walsh,Mark Ronchetti,"","","","",.8641,0,0,0,.135875,0,0,0,.000025,0,.864125,.135875,.0369375,3.529829,827736.1,986693,673456.1,53.02758,0,0,0,4.193208,42.77922,0,0,0,0,7.476932,0,59.25177,49.0453,0,0,0,0,0,0,1.498541,0,46.77201,36.54583,0,0,0,0,0,0,7.959666,1466552,,10.24836,22.26572,-1.840704,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,NJ-S2,10/2/20,_lite,Cory Booker,"","","","",Rikin Mehta,"","","",all others,.96605,0,0,0,.03395,0,0,0,0,0,.96605,.03395,.0104625,.215642,3837781,4514473,3183527,58.4189,0,0,0,0,38.37017,0,0,0,3.210929,0,5.91285,65.42392,45.36942,0,0,0,0,0,0,0,1.017188,51.41451,31.29138,0,0,0,0,0,0,10.69727,6106642,,20.04874,33.84414,6.360678,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,NH-S2,10/2/20,_lite,Jeanne Shaheen,"","","",Justin O'Donnell,Corky Messner,"","","","",.961175,0,0,0,.038825,0,0,0,0,0,.961175,.038825,.0145125,1.551054,740104.9,869465.7,613409.6,57.15942,0,0,0,1.653142,41.18744,0,0,0,0,3.293812,0,62.8427,46.9063,0,0,0,0,0,0,.3890358,0,51.41524,35.51629,0,0,0,0,0,0,-.6705542,1049319,,15.97198,27.18946,4.701454,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,NE-S2,10/2/20,_lite,Chris Janicek,"","","",Gene Siadek,Ben Sasse,"","","","",.042125,0,0,0,.957875,0,0,0,0,0,.042125,.957875,.004375,.4160236,831836.9,986395.5,678169.1,35.65458,0,0,0,3.711973,60.63345,0,0,0,0,6.754985,0,44.91882,69.76508,0,0,0,0,0,0,1.253417,0,26.45293,51.42688,0,0,0,0,0,0,-24.82334,1356148,,-24.97886,-6.787403,-43.09303,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,NC-S2,10/2/20,_lite,Cal Cunningham,"","","","",Thom Tillis,"","","",all others,.7581,0,0,0,.2419,0,0,0,0,0,.7581,.2419,.100175,1.630759,4859009,5699764,4042981,51.07814,0,0,0,0,46.37896,0,0,0,2.542895,0,4.819766,55.66121,50.90808,0,0,0,0,0,0,0,.7201123,46.47749,41.78565,0,0,0,0,0,0,-4.139143,7495845,,4.699177,13.51627,-4.047268,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,MT-S2,10/2/20,_lite,Steve Bullock,"","","","",Steve Daines,"","","","",.40985,0,0,0,.59015,0,0,0,0,0,.40985,.59015,.0577375,8.494621,537640.6,635881.6,442755,48.96826,0,0,0,0,51.03174,0,0,0,0,0,0,54.92728,56.96389,0,0,0,0,0,0,0,0,43.03611,45.07272,0,0,0,0,0,0,-18.36046,815020,,-2.063477,9.854572,-13.92778,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,MS-S2,10/2/20,_lite,Mike Espy,"","","",Jimmy Edwards,Cindy Hyde-Smith,"","","","",.265975,0,0,0,.734,0,0,0,.000025,0,.266,.734,.0363375,2.261162,1271164,1501381,1047953,46.1621,0,0,0,1.828138,52.00976,0,0,0,0,3.597394,0,52.26265,58.11898,0,0,0,0,0,0,.4445743,0,40.06319,45.88898,0,0,0,0,0,0,-14.64693,2003058,,-5.847664,6.229067,-17.86074,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,MN-S2,10/2/20,_lite,Tina Smith,"","","","",Jason Lewis,"","","",all others,.89005,0,0,0,.10995,0,0,0,0,0,.89005,.10995,.048225,1.312693,2905945,3395254,2429239,52.51237,0,0,0,0,44.18438,0,0,0,3.30324,0,6.109815,57.1096,48.76191,0,0,0,0,0,0,0,1.054575,47.9085,39.52883,0,0,0,0,0,0,1.449026,4031262,,8.327991,17.08762,-.3999748,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,MI-S2,10/2/20,_lite,Gary Peters,"","","","",John James,"","","",all others,.809775,0,0,0,.190225,0,0,0,0,0,.809775,.190225,.0714125,1.151772,4904402,5736535,4087290,51.49349,0,0,0,0,45.74267,0,0,0,2.763844,0,5.201425,55.92634,50.16615,0,0,0,0,0,0,0,.8185996,47.0151,41.25146,0,0,0,0,0,0,5.782255,7443238,,5.75082,14.31299,-2.799522,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,ME-S2,10/2/20,_lite,Sara Gideon,"","","","",Susan Collins,"","","",all others,.743325,0,0,0,.256675,0,0,0,0,0,.743325,.256675,.078875,8.144316,766060.2,899058,635558.8,52.67189,0,0,0,0,47.32811,0,0,0,0,0,0,57.98773,52.62792,0,0,0,0,0,0,0,0,47.37208,42.01227,0,0,0,0,0,0,3.029066,1067388,,5.343781,15.97546,-5.25584,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,MA-S2,10/2/20,_lite,Ed Markey,"","","","",Kevin O'Connor,"","","",all others,.9924,0,0,0,.0076,0,0,0,0,0,.9924,.0076,.0013625,.0339369,3175721,3744285,2626761,67.49223,0,0,0,0,28.5277,0,0,0,3.980067,0,7.150507,76.83171,37.99467,0,0,0,0,0,0,0,1.368131,58.04496,19.12782,0,0,0,0,0,0,22.99946,4981824,,38.96452,57.37786,20.38406,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,LA-S2,10/2/20,_lite,Adrian Perkins,Antoine Pierce,Peter Wenstrup,Derrick “Champ” Edwards,"",Bill Cassidy,Dustin Murphy,"","",all others,.006225,.03035,.025525,.006825,.888025,.04305,0,0,0,0,.068925,.931075,.0156625,.6023437,2056813,2432367,1688785,7.637862,11.79329,11.25145,7.637862,0,41.74523,13.42929,0,0,6.505023,0,10.83722,12.6309,51.69258,17.85055,19.40973,0,0,17.23115,12.54753,0,2.800539,3.263588,32.50285,6.001828,7.697834,0,0,5.665314,3.261693,-19.18569,3356738,,-16.85406,5.931429,-40.50212,.006225,.042325,.03035,.2035,.025525,.17255,.006825,.041875,.74395,.11035,.04305,.285325,0,0,0,0,0,0,40000,16:52:05  2 Oct 2020
2020,Senate,KY-S2,10/2/20,_lite,Amy McGrath,"","","",Brad Barron,Mitch McConnell,"","","","",.051425,0,0,0,.94855,0,0,0,.000025,0,.05145,.94855,.0048375,.1916113,1997000,2364269,1645569,42.10576,0,0,0,2.12914,55.7651,0,0,0,0,4.140946,0,47.50222,61.12476,0,0,0,0,0,0,.5627047,0,36.73248,50.31034,0,0,0,0,0,0,-23.62025,3152302,,-13.65934,-3.060705,-24.12182,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,KS-S2,10/2/20,_lite,Barbara Bollier,"","","",Jason Buckley,Roger Marshall,"","","","",.3092,0,0,0,.69075,0,0,0,.00005,0,.309225,.690775,.0493,3.183401,1224993,1454825,1001431,46.44545,0,0,0,3.005651,50.54889,0,0,0,0,5.596432,0,51.93202,56.05127,0,0,0,0,0,0,.9211118,0,40.86376,45.07471,0,0,0,0,0,0,-21.07216,2062935,,-4.103439,6.541294,-14.81307,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,IL-S2,10/2/20,_lite,Richard J. Durbin,"","","","",Mark C. Curran Jr.,"","","",all others,.98165,0,0,0,.01835,0,0,0,0,0,.98165,.01835,.0042,.0609014,5455069,6394910,4539735,62.53404,0,0,0,0,32.91663,0,0,0,4.54933,0,8.027292,71.35353,41.58945,0,0,0,0,0,0,0,1.660885,53.85807,24.11406,0,0,0,0,0,0,12.95453,8931731,,29.61741,46.93859,12.60655,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,ID-S2,10/2/20,_lite,Paulette Jordan,"","","","",Jim Risch,"","","",all others,.02705,0,0,0,.97295,0,0,0,0,0,.02705,.97295,.002525,.2848792,701097.9,839953.6,568131.9,35.32568,0,0,0,0,58.12691,0,0,0,6.547405,0,10.85831,42.9956,65.69782,0,0,0,0,0,0,0,2.816383,27.72632,50.35953,0,0,0,0,0,0,-32.60378,1222930,,-22.80123,-8.100824,-37.24584,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,IA-S2,10/2/20,_lite,Theresa Greenfield,"","","","",Joni Ernst,"","","",all others,.549225,0,0,0,.450775,0,0,0,0,0,.549225,.450775,.0820625,4.073315,1593584,1870625,1324320,49.21886,0,0,0,0,48.14831,0,0,0,2.632831,0,5.008455,54.68857,53.64548,0,0,0,0,0,0,0,.7529343,43.72605,42.60686,0,0,0,0,0,0,-9.393244,2273086,,1.070549,11.79197,-9.672171,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,GA-S3,10/2/20,_lite,Raphael Warnock,Matt Lieberman,Ed Tarver,"","",Kelly Loeffler,Doug Collins,"","",all others,.366475,.0088,.0007,0,.286575,.33745,0,0,0,0,.375975,.624025,.03105,.5878384,4178128,4939276,3452391,22.2918,9.061155,3.696182,0,0,22.42673,20.1191,0,0,22.40504,0,29.31984,29.54351,29.26686,14.14776,26.70515,0,0,6.749107,0,0,15.75492,15.25536,15.79125,4.441819,13.63085,0,0,1.221517,0,-12.7288,7171091,,-7.496696,9.609619,-24.29994,.366475,.31475,.0088,.01595,.0007,.000675,0,0,.286575,.45365,.33745,.214975,0,0,0,0,0,0,40000,16:52:05  2 Oct 2020
2020,Senate,GA-S2,10/2/20,_lite,Jon Ossoff,"","","",Shane Hazel,David Perdue,"","","","",.31485,0,0,0,.685125,0,0,0,.000025,0,.314875,.685125,.0609125,1.119883,4302413,5065250,3559197,47.79362,0,0,0,1.848557,50.35782,0,0,0,0,3.633761,0,52.24139,54.78861,0,0,0,0,0,0,.459658,0,43.35838,45.91816,0,0,0,0,0,0,-12.7288,7171091,,-2.564198,6.117975,-11.22536,.057225,.141,0,0,0,0,0,0,.140975,.057225,0,0,0,0,0,0,.000025,0,40000,16:52:05  2 Oct 2020
2020,Senate,DE-S2,10/2/20,_lite,Christopher A. Coons,"","","","",Lauren Witzke,"","","",all others,.985125,0,0,0,.014875,0,0,0,0,0,.985125,.014875,.003625,.6532127,438966.6,521744.2,359147.5,63.73708,0,0,0,0,32.97123,0,0,0,3.291696,0,6.065849,72.43784,41.50861,0,0,0,0,0,0,0,1.049625,55.13383,24.26085,0,0,0,0,0,0,12.13165,701737,,30.76585,47.93715,13.81671,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,CO-S2,10/2/20,_lite,John W. Hickenlooper,"","","","",Cory Gardner,"","","",all others,.765675,0,0,0,.234325,0,0,0,0,0,.765675,.234325,.064475,1.85595,2747915,3225112,2284072,51.05981,0,0,0,0,44.50878,0,0,0,4.431407,0,7.845429,57.17178,50.57062,0,0,0,0,0,0,0,1.620563,44.97211,38.38799,0,0,0,0,0,0,-.1986784,4066043,,6.551033,18.30641,-5.079521,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,AZ-S3,10/2/20,_lite,Mark Kelly,"","","","",Martha McSally,"","","","",.837925,0,0,0,.162075,0,0,0,0,0,.837925,.162075,.0646,1.892384,2700233,3195557,2216271,53.32871,0,0,0,0,46.67129,0,0,0,0,0,0,57.74387,51.02083,0,0,0,0,0,0,0,0,48.97917,42.25613,0,0,0,0,0,0,-7.579248,4772097,,6.657425,15.48775,-2.041664,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,AR-S2,10/2/20,_lite,"","","","",Ricky Dale Harrington Jr.,Tom Cotton,"","","","",0,0,0,0,.99975,0,0,0,.00025,0,.000125,.999875,0,0,1040439,1449889,645666.4,0,0,0,0,17.73789,82.26212,0,0,0,0,25.04451,0,0,89.07291,0,0,0,0,0,0,10.92709,0,0,74.95549,0,0,0,0,0,0,-25.97004,2144435,,-82.26212,-74.95549,-89.07291,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,AL-S2,10/2/20,_lite,Doug Jones,"","","","",Tommy Tuberville,"","","","",.05815,0,0,0,.94185,0,0,0,0,0,.05815,.94185,.0104,.3821101,2152896,2540842,1772858,43.05492,0,0,0,0,56.94508,0,0,0,0,0,0,48.6552,62.46236,0,0,0,0,0,0,0,0,37.53764,51.3448,0,0,0,0,0,0,-26.92383,3408323,,-13.89015,-2.689606,-24.92472,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,AK-S2,10/2/20,_lite,Al Gross,"","","","",Dan Sullivan,"","","",all others,.276825,0,0,0,.723175,0,0,0,0,0,.276825,.723175,.03645,8.742739,329782.9,390395.8,270714.3,44.45554,0,0,0,0,50.48143,0,0,0,5.063024,0,8.785826,51.37084,57.45473,0,0,0,0,0,0,0,1.964459,37.5406,43.5344,0,0,0,0,0,0,-15.52373,511559,,-6.02589,7.298832,-19.35564,,,,,,,,,,,,,,,,,,,40000,16:52:05  2 Oct 2020
2020,Senate,WY-S2,10/1/20,_lite,Merav Ben-David,"","","","",Cynthia Lummis,"","","","",.013875,0,0,0,.986125,0,0,0,0,0,.013875,.986125,.0018125,.5797085,247312.7,295282.1,199158.5,33.40759,0,0,0,0,66.59241,0,0,0,0,0,0,42.45712,75.68599,0,0,0,0,0,0,0,0,24.31401,57.54288,0,0,0,0,0,0,-44.55695,416120,,-33.18483,-15.08575,-51.37198,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,WV-S2,10/1/20,_lite,Paula Jean Swearengin,"","","",Franklin Riley,Shelley Moore Capito,"","","","",.01795,0,0,0,.98205,0,0,0,0,0,.01795,.98205,.0019625,.2072168,749139.9,898581.3,602608.7,32.2846,0,0,0,3.603698,64.11171,0,0,0,0,6.483243,0,41.81028,73.63307,0,0,0,0,0,0,1.219957,0,22.7293,54.57231,0,0,0,0,0,0,-33.36588,1405756,,-31.82711,-13.03996,-50.65729,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,VA-S2,10/1/20,_lite,Mark Warner,"","","","",Daniel Gade,"","","",all others,.9671,0,0,0,.0329,0,0,0,0,0,.9671,.0329,.0143125,.2891389,3915500,4587980,3261913,56.75185,0,0,0,0,41.02278,0,0,0,2.225379,0,4.2908,62.17141,46.43764,0,0,0,0,0,0,0,.5942259,51.31197,35.55978,0,0,0,0,0,0,7.214744,5841246,,15.72907,26.32298,5.120214,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,TX-S2,10/1/20,_lite,M.J. Hegar,"","","","",John Cornyn,"","","",all others,.150725,0,0,0,.849275,0,0,0,0,0,.150725,.849275,.0175625,.1457867,9528985,1.12e+07,7907591,44.81492,0,0,0,0,52.47318,0,0,0,2.711894,0,5.123446,49.75768,57.35097,0,0,0,0,0,0,0,.7985414,39.89275,47.53897,0,0,0,0,0,0,-16.95765,1.79e+07,,-7.65826,1.906506,-17.1258,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,TN-S2,10/1/20,_lite,Marquita Bradshaw,"","","","",Bill Hagerty,"","","",all others,.1204,0,0,0,.8796,0,0,0,0,0,.1204,.8796,.01435,.4424262,2565601,3053691,2085494,38.70224,0,0,0,0,54.97092,0,0,0,6.326837,0,10.58176,47.91898,64.19541,0,0,0,0,0,0,0,2.717217,29.38167,45.81161,0,0,0,0,0,0,-27.59,4638481,,-16.26868,1.56278,-34.2346,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,SD-S2,10/1/20,_lite,Dan Ahlers,"","","","",Mike Rounds,"","","","",.0305,0,0,0,.9695,0,0,0,0,0,.0305,.9695,.0031125,.6589928,373600,445330.7,302671.8,36.00282,0,0,0,0,63.99718,0,0,0,0,0,0,45.26064,73.13522,0,0,0,0,0,0,0,0,26.86477,54.73936,0,0,0,0,0,0,-28.19171,635783,,-27.99435,-9.478714,-46.27045,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,SC-S2,10/1/20,_lite,Jaime Harrison,"","","",Bill Bledsoe,Lindsey Graham,"","","","",.255525,0,0,0,.744475,0,0,0,0,0,.255525,.744475,.038175,1.347123,2241558,2650733,1833048,46.64038,0,0,0,1.741129,51.61848,0,0,0,0,3.481051,0,51.63533,56.65488,0,0,0,0,0,0,.4261209,0,41.58659,46.57101,0,0,0,0,0,0,-16.27831,3786973,,-4.9781,4.874275,-14.85993,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,RI-S2,10/1/20,_lite,Jack Reed,"","","","",Allen Waters,"","","","",.991975,0,0,0,.008025,0,0,0,0,0,.991975,.008025,.0015375,.2667998,455835,543239.1,368343.7,69.90067,0,0,0,0,30.09933,0,0,0,0,0,0,79.45033,39.73875,0,0,0,0,0,0,0,0,60.26125,20.54967,0,0,0,0,0,0,24.14743,787223,,39.80133,58.90066,20.52251,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,OR-S2,10/1/20,_lite,Jeff Merkley,"","","","",Jo Rae Perkins,"","","",all others,.949025,0,0,0,.050975,0,0,0,0,0,.949025,.050975,.0153375,.6238245,1944779,2291425,1601259,56.5071,0,0,0,0,39.57765,0,0,0,3.915247,0,7.055484,63.21222,46.28447,0,0,0,0,0,0,0,1.334302,49.8301,32.80064,0,0,0,0,0,0,7.486742,3051952,,16.92945,30.05036,3.984745,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,OK-S2,10/1/20,_lite,Abby Broyles,"","","","",Jim Inhofe,"","","",all others,.029525,0,0,0,.970475,0,0,0,0,0,.029525,.970475,.0026,.1368441,1502884,1798978,1210603,38.45882,0,0,0,0,58.03134,0,0,0,3.509837,0,6.435439,45.07846,64.60761,0,0,0,0,0,0,0,1.141714,31.87035,51.36486,0,0,0,0,0,0,-33.47742,2782455,,-19.57251,-6.642715,-32.44973,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,NM-S2,10/1/20,_lite,Ben Ray Luján,"","","",Bob Walsh,Mark Ronchetti,"","","","",.86255,0,0,0,.13745,0,0,0,0,0,.86255,.13745,.0372875,3.563084,827780.8,989138.8,670471.6,53.02941,0,0,0,4.195528,42.77507,0,0,0,0,7.50393,0,59.31467,49.08138,0,0,0,0,0,0,1.498375,0,46.71456,36.3917,0,0,0,0,0,0,7.959666,1466552,,10.25434,22.4365,-1.833542,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
2020,Senate,NJ-S2,10/1/20,_lite,Cory Booker,"","","","",Rikin Mehta,"","","",all others,.965725,0,0,0,.034275,0,0,0,0,0,.965725,.034275,.0102125,.2104665,3838196,4511407,3175876,58.40346,0,0,0,0,38.38781,0,0,0,3.20874,0,5.916333,65.31223,45.35386,0,0,0,0,0,0,0,1.009519,51.45645,31.41796,0,0,0,0,0,0,10.69727,6106642,,20.01565,33.59507,6.452883,,,,,,,,,,,,,,,,,,,40000,20:09:24  1 Oct 2020
